order_id,exception_type,expected_reasoning,related_transaction_id
118a9d29-2f92-4996-99f1-95d014822f53,duplicate_transaction,Settlement contains a duplicate entry for transaction_id 87e5f0fe-5da8-46d2-b8b3-8a8be05fb8bc.,87e5f0fe-5da8-46d2-b8b3-8a8be05fb8bc
e3e9de99-f10c-418b-9eb0-e38a675dd5af,clean_match,Amounts reconcile exactly; no action needed.,d499da99-45c4-4a3e-a9da-484a80759f1f
a8499b92-6b52-42e3-94fc-dd549e8fc965,clean_match,Amounts reconcile exactly; no action needed.,d31edf1a-e9ff-4cae-81c8-ca8c2a1f955a
b758588d-ab73-495b-b44a-54b842c18a62,clean_match,Amounts reconcile exactly; no action needed.,ce7607ad-f7a6-4b94-bb5a-611af1b64afe
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,timing_lag_refund,Refund of 269.5 issued on 2026-01-07 was not netted in this settlement batch; expected in the next cycle.,56b60afc-ded2-45d0-bf1e-83664b8e63d4
ff9ab5c2-9f04-4aed-b552-332702627f73,timing_lag_refund,Refund of 2456.28 issued on 2026-01-10 was not netted in this settlement batch; expected in the next cycle.,f6802cdb-77e4-40c7-9d7b-c313cde22f1c
e1805081-5958-4499-aeea-163e21e8ac68,clean_match,Amounts reconcile exactly; no action needed.,f76c8ede-c110-4266-a408-a6dc1346d1a9
8b10550c-d570-4f32-b02c-dd20286218b8,clean_match,Amounts reconcile exactly; no action needed.,b966442a-ad23-4d36-9c32-2c9739c1e262
0200b1f0-8768-484f-a76a-fde6ce9e1a11,clean_match,Amounts reconcile exactly; no action needed.,f79efd70-65bc-4272-badd-7ea3aca5e2fd
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,clean_match,Amounts reconcile exactly; no action needed.,5da36f1b-8eac-4a33-8df9-74a7d882b5c1
45b89cd9-27cb-4f2a-8da0-1097be0f051b,clean_match,Amounts reconcile exactly; no action needed.,03902c5d-6502-46a2-8a6a-2224171e16cc
da587e8a-a25d-4b29-afff-cfd2341ef40b,clean_match,Amounts reconcile exactly; no action needed.,746cdb77-1fa3-42e8-895c-cd9943b38eb4
17a0df49-0d01-480f-989a-40c0e87d1c78,missing_payout,No settlement record found for this order in this batch.,
217d65a0-c568-41cd-9563-f61600e85ece,clean_match,Amounts reconcile exactly; no action needed.,ac1e86d8-bfbf-497b-ac3e-7b0d5e5ba13d
6d7ce3c9-b4a6-4f3c-8d3a-ed99711c21c9,clean_match,Amounts reconcile exactly; no action needed.,d289f0ab-618a-4305-95a5-bafa431d029f
5e84f058-d5a8-44eb-8939-23de8babce3b,clean_match,Amounts reconcile exactly; no action needed.,1bbc91f7-5f18-4583-b0b6-f83fa377f6f1
e623a689-5d59-4d2a-8eea-04e70ab54bde,clean_match,Amounts reconcile exactly; no action needed.,066803ee-78b2-4549-bbdb-c09eacc216a0
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,clean_match,Amounts reconcile exactly; no action needed.,8fb864e4-f173-4856-a25d-36eb9e9a9f83
2790cebd-bfdd-43d9-9ee3-ac2af94d6204,clean_match,Amounts reconcile exactly; no action needed.,38ab854c-9c2e-48de-aa4e-361753f8382b
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,clean_match,Amounts reconcile exactly; no action needed.,d2e82f38-a2a9-44d8-902e-fde5a5cc8bf7
cd5f4822-6966-48aa-ae49-f329c84a7b28,clean_match,Amounts reconcile exactly; no action needed.,4d5c55c7-b379-4b1e-a8cd-a0cc76da3ca0
b386f7a4-c991-403f-a8c1-3091444d610b,clean_match,Amounts reconcile exactly; no action needed.,23c86d30-1dde-4969-a886-13dba6348e78
598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0,clean_match,Amounts reconcile exactly; no action needed.,4dead645-0986-4beb-b23e-323d0b9bd934
3170f437-a8f7-4f5a-860e-df5b39118497,clean_match,Amounts reconcile exactly; no action needed.,18e19331-1dba-4267-be1c-a5a1fef518a6
59e4b671-4774-4c58-85f8-bc16f7860b50,clean_match,Amounts reconcile exactly; no action needed.,22bae10e-899c-4782-a323-6d1a3c1bdacc
f071d879-54c6-4cd8-8945-6f27d7fa2d8d,clean_match,Amounts reconcile exactly; no action needed.,aba4fc03-5efa-4c5b-b421-ff46637e4b01
fbc9f87a-f668-4617-94a1-875d2db69edb,clean_match,Amounts reconcile exactly; no action needed.,f22b5b98-b24c-464f-be3e-6e57f30a9e32
504d281f-c953-4b63-ba81-edd9587ef344,mdr_rate_mismatch,MDR fee charged (6.04) does not match the agreed rate (expected 5.75).,be055787-965b-4fdf-ab4b-e4118a4a0e2d
30a900ad-939b-462d-a645-f129629c2ae3,clean_match,Amounts reconcile exactly; no action needed.,6a35df59-e2aa-4a5d-a78e-d00dba0266ef
89d7fd6c-ce77-4f00-acf2-7e7685197ff4,clean_match,Amounts reconcile exactly; no action needed.,7d45d8ef-d56c-48ea-9959-7b5aa7a8f636
6e6981a3-5d3d-4e56-b270-e4faabae4f43,clean_match,Amounts reconcile exactly; no action needed.,f396ea37-f065-4817-a87a-48509d9b6231
d9178793-a9d3-42e6-905c-c6869f871ce7,clean_match,Amounts reconcile exactly; no action needed.,5edb0d3c-b0b6-4bcf-8860-1833479d0cda
5380b904-688c-4015-aab9-7e494f2d4796,clean_match,Amounts reconcile exactly; no action needed.,f3579560-71d7-4665-b181-8dcf379efc6e
f0bbac67-aa38-40a1-aba2-5efe311c6eb6,timing_lag_refund,Refund of 3431.81 issued on 2026-01-09 was not netted in this settlement batch; expected in the next cycle.,196f4dfa-5cd8-4e1a-9afe-c8a93c71e0be
67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,clean_match,Amounts reconcile exactly; no action needed.,8b621d41-5e09-49ee-af88-bdecfb1e143b
9479e1e6-c927-4d9b-ae0d-264835ce8841,clean_match,Amounts reconcile exactly; no action needed.,5bd20c98-a513-4ea0-ba53-e34de6d5901d
82dc4c8e-36b5-429a-acf5-e81e71316269,timing_lag_refund,Refund of 1557.6 issued on 2026-01-11 was not netted in this settlement batch; expected in the next cycle.,30974b2b-46a0-4a9b-a5ec-7acd0f8035f5
15b52908-a8aa-4158-ab70-e525bc67f831,clean_match,Amounts reconcile exactly; no action needed.,d918b3e5-f2f2-4eef-9f45-dbfdf7dc67e0
f3b63fe1-d184-4324-97e8-392a55cee5db,clean_match,Amounts reconcile exactly; no action needed.,a9ab364a-1777-48cb-b468-5b98d2fe2fde
0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,clean_match,Amounts reconcile exactly; no action needed.,98de8ebb-a3b5-4ece-a446-be72364c911a
74962764-12a4-4ef0-84bb-b7a9d98868dd,clean_match,Amounts reconcile exactly; no action needed.,c96b5edb-0cf2-469b-8577-aea9f8999246
7e8f8095-624c-49b6-b244-45a7b7e58481,clean_match,Amounts reconcile exactly; no action needed.,203c8c25-fd23-4def-be5a-87e35560db22
dc45d539-c03f-4538-a485-5aa1016b6287,clean_match,Amounts reconcile exactly; no action needed.,11906f50-3488-4a46-9088-2eafc9776598
f53d4330-cdda-44ba-ad06-e8cf3805f907,clean_match,Amounts reconcile exactly; no action needed.,350843f0-8de0-4fc2-83e1-5a85d46ef104
76f2dbfe-cd29-436f-a222-82e174daaebf,clean_match,Amounts reconcile exactly; no action needed.,dea45c19-d024-4d72-b748-967f961d33ba
e4347d51-c158-4092-b335-cba3513a7052,clean_match,Amounts reconcile exactly; no action needed.,25c61c45-c63d-44ee-941c-7a863ba5cd2f
e827a1b9-d4a0-4e53-ad3e-e1dc81392443,clean_match,Amounts reconcile exactly; no action needed.,00b9d4a3-9892-40ac-a689-33a9c9e48e8c
425a609f-7337-4599-b984-4388dc8aee30,clean_match,Amounts reconcile exactly; no action needed.,250a4578-fbe9-4499-9bc0-80fd46fb7bf3
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,clean_match,Amounts reconcile exactly; no action needed.,402adf9c-8a4b-4f7c-a147-2a15fcce96f6
458f1f19-3c07-4574-8925-7af1b6aae05b,clean_match,Amounts reconcile exactly; no action needed.,a93b12cd-1c24-420e-acab-d7e7cc6b66e5
620e99d3-3b33-43d8-a69c-d696236c7b87,clean_match,Amounts reconcile exactly; no action needed.,03cde2e3-21bd-4b41-8699-8731ddcf8766
8ae8905b-54b4-4482-a858-6eba6a34c854,clean_match,Amounts reconcile exactly; no action needed.,3ce915e7-c9d6-463b-8a3c-6f5f5bb5c40c
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,clean_match,Amounts reconcile exactly; no action needed.,2c9b662e-040a-4aae-92e2-afd996bf10ab
f1578470-0182-47c4-ba1b-58066160a6b4,clean_match,Amounts reconcile exactly; no action needed.,bde13c1b-2073-4f6d-8d6a-05b343ef2016
6b44fa8d-d5f2-4073-b414-02b1e4429ebb,clean_match,Amounts reconcile exactly; no action needed.,bee3eb79-1d18-4ee9-86ad-8a8c6bc4123e
7cfc9b79-3875-494c-a5d6-f6e69a6ec2f5,clean_match,Amounts reconcile exactly; no action needed.,c72c1fe3-72c2-4a16-b9eb-4168104556e5
addc3e13-ab3b-4d37-960c-95ee638c254c,clean_match,Amounts reconcile exactly; no action needed.,1beaf6ac-97fa-4f04-8363-90075cae9610
9f4c3b79-fb10-487f-a0ac-3703eb67146a,clean_match,Amounts reconcile exactly; no action needed.,f206c269-38b7-4c07-80fb-929673b6a09b
157d94a1-06f0-48ff-a9ba-5a27907bfe36,clean_match,Amounts reconcile exactly; no action needed.,c8819065-ba2c-48ce-8b19-f88e9d77a45e
610cf373-4299-4aa4-8cdf-742b2e85cb21,clean_match,Amounts reconcile exactly; no action needed.,857dd3b3-a8ad-4f36-9df2-75ebe8a3f341
473bd358-610e-4a64-a130-1617c2dff335,clean_match,Amounts reconcile exactly; no action needed.,f6ca6b8b-a4b1-4991-b542-46464d37a539
04f64d86-7866-4765-94f7-ce8dd5bcb8d0,mdr_rate_mismatch,MDR fee charged (99.98) does not match the agreed rate (expected 95.22).,7a9e8eef-ffa3-41be-8f92-40e107f97d05
1190f938-a66f-47f7-b966-9fa759970043,clean_match,Amounts reconcile exactly; no action needed.,afa415e5-6d20-4496-a6d0-6371d8e88ebb
9f0fda8d-0537-4ff6-96d7-b3b833094d35,clean_match,Amounts reconcile exactly; no action needed.,e8e22743-b65f-4ea9-bd82-42641ba362e7
37cc863b-f2a0-4459-9060-4f621d48a071,clean_match,Amounts reconcile exactly; no action needed.,14aeaf5c-e636-48c9-92d0-498d718d4d05
f6b751f7-9b74-4245-9b1b-c8952af43ab7,clean_match,Amounts reconcile exactly; no action needed.,10d08d11-25f9-44bf-9bb9-61555275eb94
1bac5c15-4fa0-4f26-b6f7-f0cc29ec8e49,clean_match,Amounts reconcile exactly; no action needed.,a21150f9-9fd3-4579-8667-72ce204e178c
60141de9-f54a-40a2-a874-66d7ad66a1bd,clean_match,Amounts reconcile exactly; no action needed.,533f5a72-b64f-454a-8c61-165495da75c1
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,clean_match,Amounts reconcile exactly; no action needed.,87d292a6-98ee-4c2b-be9f-ecaa6182f347
ce3714af-99b4-4350-af2b-99b4d9acd158,clean_match,Amounts reconcile exactly; no action needed.,9afd4015-816b-4b9f-b426-b1934b7e6b3c
6daa2e68-8861-4e18-98e2-58880a8381be,clean_match,Amounts reconcile exactly; no action needed.,b3a7d0e0-cb08-487d-9963-c26d6e218b09
6b88f83d-d97d-49cd-833d-2bce575aed2c,clean_match,Amounts reconcile exactly; no action needed.,a6a27967-a79b-44b6-9a50-9fed1d4a3d81
75b17a55-d426-4982-a43e-4288a2b5b498,clean_match,Amounts reconcile exactly; no action needed.,b888f6ed-8d24-4e3e-84da-bddbe0b15aba
45241ea6-a684-4099-b729-4951859131d2,clean_match,Amounts reconcile exactly; no action needed.,73991a47-6e19-4042-b70b-c063dd90e79e
d36357b6-6f81-4f4f-b701-f7bb7bc67e1f,clean_match,Amounts reconcile exactly; no action needed.,56c438e4-69ef-4fb1-ba7e-8e14e359eee1
162f8a24-ef43-413c-94aa-c9a33ed8c56c,clean_match,Amounts reconcile exactly; no action needed.,6a7e4c36-6613-4e69-b418-8109d3d1bf0f
ab0e664e-9c3e-42d5-91e1-aa9676f72255,clean_match,Amounts reconcile exactly; no action needed.,6d4067f4-5003-4b35-9857-8bafbac7e2b9
364d7c87-7cd0-429d-ae8d-0e87533420e6,clean_match,Amounts reconcile exactly; no action needed.,5fd23109-4140-452c-aa44-825950018b7b
e14eb70d-b380-473a-989d-9d4ae15ca666,clean_match,Amounts reconcile exactly; no action needed.,ec48bf55-afd3-40c4-a713-582cf41ea3ac
b856d035-3dc9-4290-95ea-bb2730e912f2,clean_match,Amounts reconcile exactly; no action needed.,d4ef00aa-175a-41ec-912f-a61279699ed2
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,clean_match,Amounts reconcile exactly; no action needed.,18b87245-6e8f-45a1-97dd-ed8115da705c
a9f948b2-4e63-44bb-be49-3f43b118f68d,timing_lag_refund,Refund of 999.68 issued on 2026-01-12 was not netted in this settlement batch; expected in the next cycle.,cfd01cbd-5f65-48ce-bd21-bc11be9d61ee
bef59fe6-ff23-4d5f-aced-d15d58007c02,clean_match,Amounts reconcile exactly; no action needed.,96229348-0f5a-49d3-8e6e-5003214f3f12
3b048a8b-405b-4dc9-8e7e-d827455ac762,timing_lag_refund,Refund of 990.53 issued on 2026-01-12 was not netted in this settlement batch; expected in the next cycle.,5463adc7-8fca-4b6a-8fc4-2092f4e559e5
c31edbbc-f36c-462b-892e-6161be2d740a,clean_match,Amounts reconcile exactly; no action needed.,5a856750-692a-4139-9f4a-8ca1ab85fd59
96ef2ad6-b97e-4703-86c8-adfe7bf47042,clean_match,Amounts reconcile exactly; no action needed.,c012a0ff-f0ed-4303-aa53-c19cdfa4bb9f
4bd6cee6-31b1-4099-9527-21e719bc143e,clean_match,Amounts reconcile exactly; no action needed.,b8976ec5-ea74-4b18-9e3b-496f6c4596f6
4639447b-2067-4dac-88bd-13d1b540b30e,clean_match,Amounts reconcile exactly; no action needed.,99b479d4-49a2-44ae-b7e8-f8e50d2b91ef
a34b6cf6-2053-4a42-b1af-db65b289f224,clean_match,Amounts reconcile exactly; no action needed.,93f277cc-1a85-410d-9a05-7c114ffca6b1
7a8d03aa-782a-45e0-88ca-765192f5df7b,clean_match,Amounts reconcile exactly; no action needed.,a81fdec3-279c-458a-b676-0ce581e5c9f6
7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,clean_match,Amounts reconcile exactly; no action needed.,1bb43332-d8e7-412f-b968-1c817b70c3b8
afbb411a-a123-4a8c-93b7-a88612f70c97,clean_match,Amounts reconcile exactly; no action needed.,5e187b24-8e67-4a01-986a-646059a1120e
fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,clean_match,Amounts reconcile exactly; no action needed.,92f837d4-4750-4f1d-833a-1f6c1d691fba
9e50aa42-ca6d-4da1-989b-c4da9b37a22b,clean_match,Amounts reconcile exactly; no action needed.,d85c16bd-6dda-4f8d-8ea6-0f4c39e58ff0
dc33e1f9-4c1f-45ab-b156-29eee893be3d,clean_match,Amounts reconcile exactly; no action needed.,d1846c39-c476-4556-b97b-e2dd8f9b72ae
f5c9b047-9c10-4572-8f6b-40d09efba58b,clean_match,Amounts reconcile exactly; no action needed.,a487eeab-accb-461a-9d13-23639f294a8b
a911d192-43bf-4931-b605-bf54a021c0ca,missing_payout,No settlement record found for this order in this batch.,
68949b8d-00af-4b3a-a812-859a1337739e,clean_match,Amounts reconcile exactly; no action needed.,edd877c8-9be7-4737-86b8-92318e867f3c
b4fb0eb9-49c1-4de7-bb42-06c5085b15fb,clean_match,Amounts reconcile exactly; no action needed.,44777442-b187-43e6-9457-8ad9a867a096
43b9da13-ec85-4f37-bbc1-a987aff8754d,mdr_rate_mismatch,MDR fee charged (74.44) does not match the agreed rate (expected 70.89).,b3e4110a-45f5-4c52-ae2f-bf77076979d6
8b6870b5-1d61-4ac3-acd5-e85932a447b2,clean_match,Amounts reconcile exactly; no action needed.,56febfb9-ebe9-4207-8f19-9ec0c32d4526
0f44704f-1247-4a4e-a469-98e8d39e198b,clean_match,Amounts reconcile exactly; no action needed.,deaf528d-2e70-4838-8190-262059dcabd0
49e2623d-ebd3-4616-91b7-8d8ed3016989,clean_match,Amounts reconcile exactly; no action needed.,6699cd99-a847-4ce7-90fa-6b5724ac2130
45b1ed25-f153-4ae8-a70a-cc5cb321bf21,clean_match,Amounts reconcile exactly; no action needed.,a2178f84-bdb0-45ff-a451-e5a411d059b2
6e996e3e-e3b1-47fc-8a34-50fc9918ee46,clean_match,Amounts reconcile exactly; no action needed.,bf012e32-177d-4e7e-87d9-24cef8c88fae
