transaction_id,order_id,gross_amount,mdr_fee,gst_on_mdr,refund_adjustment,net_amount,utr_number,settlement_batch_id
a5769411-a0a1-4839-a745-770418dfbc3c,3c835dc0-d944-4fa5-80e9-ab30ed2662e9,4196.54,83.93,15.11,0.0,4097.5,UTR000001781403,BATCH-0001
70d9c9f8-c9e2-4074-8f16-39a00a17991e,0f02bad0-e706-4ef4-a6aa-9385dd59ba71,2091.43,41.83,7.53,0.0,2042.07,UTR000001781403,BATCH-0001
bb7bee03-5d67-4bb1-945e-f2e4088a93ec,c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,1956.97,39.14,7.05,0.0,1910.78,UTR000001781403,BATCH-0001
4b8c5bdc-e8dd-4e5a-9712-fb1621a4344f,8e46d534-c88a-418e-bed4-057dbb026576,1497.72,29.95,5.39,0.0,1462.38,UTR000001781403,BATCH-0001
2cf6bf75-6a5e-4920-bf5a-e7e653a3dd5a,0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,3620.2,76.02,13.68,0.0,3530.5,UTR000001781403,BATCH-0001
8a16a06c-c958-475e-a1d5-3971336749b5,eb5cf467-80ba-4d64-ba0e-cfea958ca9ba,3705.11,74.1,13.34,1670.57,1947.1,UTR000001781403,BATCH-0001
87e5f0fe-5da8-46d2-b8b3-8a8be05fb8bc,118a9d29-2f92-4996-99f1-95d014822f53,871.42,17.43,3.14,0.0,850.85,UTR000001781403,BATCH-0001
d499da99-45c4-4a3e-a9da-484a80759f1f,e3e9de99-f10c-418b-9eb0-e38a675dd5af,433.01,8.66,1.56,0.0,422.79,UTR000001781403,BATCH-0001
d31edf1a-e9ff-4cae-81c8-ca8c2a1f955a,a8499b92-6b52-42e3-94fc-dd549e8fc965,1306.46,26.13,4.7,0.0,1275.63,UTR000001781403,BATCH-0001
ce7607ad-f7a6-4b94-bb5a-611af1b64afe,b758588d-ab73-495b-b44a-54b842c18a62,2869.61,57.39,10.33,0.0,2801.89,UTR000001781403,BATCH-0001
56b60afc-ded2-45d0-bf1e-83664b8e63d4,750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,1269.56,25.39,4.57,0.0,1239.6,UTR000001781403,BATCH-0001
f6802cdb-77e4-40c7-9d7b-c313cde22f1c,ff9ab5c2-9f04-4aed-b552-332702627f73,4652.19,93.04,16.75,0.0,4542.4,UTR000002184216,BATCH-0002
f76c8ede-c110-4266-a408-a6dc1346d1a9,e1805081-5958-4499-aeea-163e21e8ac68,4980.87,99.62,17.93,1845.53,3017.79,UTR000002184216,BATCH-0002
b966442a-ad23-4d36-9c32-2c9739c1e262,8b10550c-d570-4f32-b02c-dd20286218b8,4408.42,88.17,15.87,0.0,4304.38,UTR000002184216,BATCH-0002
f79efd70-65bc-4272-badd-7ea3aca5e2fd,0200b1f0-8768-484f-a76a-fde6ce9e1a11,1582.33,31.65,5.7,0.0,1544.98,UTR000002184216,BATCH-0002
5da36f1b-8eac-4a33-8df9-74a7d882b5c1,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,4103.81,82.08,14.77,0.0,4006.96,UTR000002184216,BATCH-0002
03902c5d-6502-46a2-8a6a-2224171e16cc,45b89cd9-27cb-4f2a-8da0-1097be0f051b,1395.88,27.92,5.03,0.0,1362.93,UTR000002184216,BATCH-0002
746cdb77-1fa3-42e8-895c-cd9943b38eb4,da587e8a-a25d-4b29-afff-cfd2341ef40b,3063.67,61.27,11.03,0.0,2991.37,UTR000002184216,BATCH-0002
ac1e86d8-bfbf-497b-ac3e-7b0d5e5ba13d,217d65a0-c568-41cd-9563-f61600e85ece,2175.52,43.51,7.83,0.0,2124.18,UTR000002184216,BATCH-0002
d289f0ab-618a-4305-95a5-bafa431d029f,6d7ce3c9-b4a6-4f3c-8d3a-ed99711c21c9,4901.01,98.02,17.64,0.0,4785.35,UTR000002184216,BATCH-0002
1bbc91f7-5f18-4583-b0b6-f83fa377f6f1,5e84f058-d5a8-44eb-8939-23de8babce3b,147.38,2.95,0.53,133.6,10.3,UTR000002184216,BATCH-0002
066803ee-78b2-4549-bbdb-c09eacc216a0,e623a689-5d59-4d2a-8eea-04e70ab54bde,2807.37,56.15,10.11,0.0,2741.11,UTR000002184216,BATCH-0002
8fb864e4-f173-4856-a25d-36eb9e9a9f83,5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,4504.73,90.09,16.22,0.0,4398.42,UTR000002184216,BATCH-0002
38ab854c-9c2e-48de-aa4e-361753f8382b,2790cebd-bfdd-43d9-9ee3-ac2af94d6204,2843.43,56.87,10.24,0.0,2776.32,UTR000002184216,BATCH-0002
d2e82f38-a2a9-44d8-902e-fde5a5cc8bf7,698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,4336.57,86.73,15.61,0.0,4234.23,UTR000002184216,BATCH-0002
4d5c55c7-b379-4b1e-a8cd-a0cc76da3ca0,cd5f4822-6966-48aa-ae49-f329c84a7b28,978.87,19.58,3.52,0.0,955.77,UTR000002184216,BATCH-0002
23c86d30-1dde-4969-a886-13dba6348e78,b386f7a4-c991-403f-a8c1-3091444d610b,4333.91,86.68,15.6,0.0,4231.63,UTR000002184216,BATCH-0002
4dead645-0986-4beb-b23e-323d0b9bd934,598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0,1974.45,39.49,7.11,1138.37,789.48,UTR000002184216,BATCH-0002
18e19331-1dba-4267-be1c-a5a1fef518a6,3170f437-a8f7-4f5a-860e-df5b39118497,4120.63,82.41,14.83,0.0,4023.39,UTR000002184216,BATCH-0002
22bae10e-899c-4782-a323-6d1a3c1bdacc,59e4b671-4774-4c58-85f8-bc16f7860b50,1708.48,34.17,6.15,0.0,1668.16,UTR000002184216,BATCH-0002
aba4fc03-5efa-4c5b-b421-ff46637e4b01,f071d879-54c6-4cd8-8945-6f27d7fa2d8d,2596.09,51.92,9.35,0.0,2534.82,UTR000002184216,BATCH-0002
f22b5b98-b24c-464f-be3e-6e57f30a9e32,fbc9f87a-f668-4617-94a1-875d2db69edb,665.17,13.3,2.39,0.0,649.48,UTR000002184216,BATCH-0002
be055787-965b-4fdf-ab4b-e4118a4a0e2d,504d281f-c953-4b63-ba81-edd9587ef344,287.46,6.04,1.09,0.0,280.33,UTR000002184216,BATCH-0002
6a35df59-e2aa-4a5d-a78e-d00dba0266ef,30a900ad-939b-462d-a645-f129629c2ae3,3070.42,61.41,11.05,0.0,2997.96,UTR000002184216,BATCH-0002
7d45d8ef-d56c-48ea-9959-7b5aa7a8f636,89d7fd6c-ce77-4f00-acf2-7e7685197ff4,317.49,6.35,1.14,0.0,310.0,UTR000002184216,BATCH-0002
f396ea37-f065-4817-a87a-48509d9b6231,6e6981a3-5d3d-4e56-b270-e4faabae4f43,3625.21,72.5,13.05,0.0,3539.66,UTR000003993140,BATCH-0003
5edb0d3c-b0b6-4bcf-8860-1833479d0cda,d9178793-a9d3-42e6-905c-c6869f871ce7,4749.48,94.99,17.1,0.0,4637.39,UTR000003993140,BATCH-0003
f3579560-71d7-4665-b181-8dcf379efc6e,5380b904-688c-4015-aab9-7e494f2d4796,3626.8,72.54,13.06,0.0,3541.2,UTR000003993140,BATCH-0003
196f4dfa-5cd8-4e1a-9afe-c8a93c71e0be,f0bbac67-aa38-40a1-aba2-5efe311c6eb6,3516.32,70.33,12.66,0.0,3433.33,UTR000003993140,BATCH-0003
8b621d41-5e09-49ee-af88-bdecfb1e143b,67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,3418.86,68.38,12.31,0.0,3338.17,UTR000003993140,BATCH-0003
5bd20c98-a513-4ea0-ba53-e34de6d5901d,9479e1e6-c927-4d9b-ae0d-264835ce8841,4185.25,83.7,15.07,0.0,4086.48,UTR000003993140,BATCH-0003
30974b2b-46a0-4a9b-a5ec-7acd0f8035f5,82dc4c8e-36b5-429a-acf5-e81e71316269,3308.06,66.16,11.91,0.0,3229.99,UTR000003993140,BATCH-0003
d918b3e5-f2f2-4eef-9f45-dbfdf7dc67e0,15b52908-a8aa-4158-ab70-e525bc67f831,3989.3,79.79,14.36,0.0,3895.15,UTR000003993140,BATCH-0003
a9ab364a-1777-48cb-b468-5b98d2fe2fde,f3b63fe1-d184-4324-97e8-392a55cee5db,2625.71,52.51,9.45,0.0,2563.75,UTR000003993140,BATCH-0003
98de8ebb-a3b5-4ece-a446-be72364c911a,0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,1250.86,25.02,4.5,0.0,1221.34,UTR000003993140,BATCH-0003
c96b5edb-0cf2-469b-8577-aea9f8999246,74962764-12a4-4ef0-84bb-b7a9d98868dd,1299.73,25.99,4.68,0.0,1269.06,UTR000003993140,BATCH-0003
203c8c25-fd23-4def-be5a-87e35560db22,7e8f8095-624c-49b6-b244-45a7b7e58481,4442.07,88.84,15.99,0.0,4337.24,UTR000003993140,BATCH-0003
11906f50-3488-4a46-9088-2eafc9776598,dc45d539-c03f-4538-a485-5aa1016b6287,1295.52,25.91,4.66,0.0,1264.95,UTR000003993140,BATCH-0003
350843f0-8de0-4fc2-83e1-5a85d46ef104,f53d4330-cdda-44ba-ad06-e8cf3805f907,4438.78,88.78,15.98,0.0,4334.02,UTR000003993140,BATCH-0003
dea45c19-d024-4d72-b748-967f961d33ba,76f2dbfe-cd29-436f-a222-82e174daaebf,2637.99,52.76,9.5,1053.5,1522.23,UTR000003993140,BATCH-0003
25c61c45-c63d-44ee-941c-7a863ba5cd2f,e4347d51-c158-4092-b335-cba3513a7052,2702.55,54.05,9.73,0.0,2638.77,UTR000003993140,BATCH-0003
00b9d4a3-9892-40ac-a689-33a9c9e48e8c,e827a1b9-d4a0-4e53-ad3e-e1dc81392443,3102.0,62.04,11.17,0.0,3028.79,UTR000003993140,BATCH-0003
250a4578-fbe9-4499-9bc0-80fd46fb7bf3,425a609f-7337-4599-b984-4388dc8aee30,2284.98,45.7,8.23,0.0,2231.05,UTR000003993140,BATCH-0003
402adf9c-8a4b-4f7c-a147-2a15fcce96f6,7c0e8cd8-8573-4793-8715-b2b9c40c5d91,1311.47,26.23,4.72,0.0,1280.52,UTR000003993140,BATCH-0003
a93b12cd-1c24-420e-acab-d7e7cc6b66e5,458f1f19-3c07-4574-8925-7af1b6aae05b,1272.3,25.45,4.58,0.0,1242.27,UTR000003993140,BATCH-0003
03cde2e3-21bd-4b41-8699-8731ddcf8766,620e99d3-3b33-43d8-a69c-d696236c7b87,1666.58,33.33,6.0,0.0,1627.25,UTR000003993140,BATCH-0003
3ce915e7-c9d6-463b-8a3c-6f5f5bb5c40c,8ae8905b-54b4-4482-a858-6eba6a34c854,848.75,16.98,3.06,0.0,828.71,UTR000003993140,BATCH-0003
2c9b662e-040a-4aae-92e2-afd996bf10ab,c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,2137.29,42.75,7.69,0.0,2086.85,UTR000003993140,BATCH-0003
bde13c1b-2073-4f6d-8d6a-05b343ef2016,f1578470-0182-47c4-ba1b-58066160a6b4,4735.7,94.71,17.05,4283.56,340.38,UTR000003993140,BATCH-0003
bee3eb79-1d18-4ee9-86ad-8a8c6bc4123e,6b44fa8d-d5f2-4073-b414-02b1e4429ebb,1563.2,31.26,5.63,0.0,1526.31,UTR000003993140,BATCH-0003
c72c1fe3-72c2-4a16-b9eb-4168104556e5,7cfc9b79-3875-494c-a5d6-f6e69a6ec2f5,3762.83,75.26,13.55,0.0,3674.02,UTR000004444525,BATCH-0004
1beaf6ac-97fa-4f04-8363-90075cae9610,addc3e13-ab3b-4d37-960c-95ee638c254c,1437.38,28.75,5.17,0.0,1403.46,UTR000004444525,BATCH-0004
f206c269-38b7-4c07-80fb-929673b6a09b,9f4c3b79-fb10-487f-a0ac-3703eb67146a,3648.49,72.97,13.13,0.0,3562.39,UTR000004444525,BATCH-0004
c8819065-ba2c-48ce-8b19-f88e9d77a45e,157d94a1-06f0-48ff-a9ba-5a27907bfe36,232.14,4.64,0.84,0.0,226.66,UTR000004444525,BATCH-0004
857dd3b3-a8ad-4f36-9df2-75ebe8a3f341,610cf373-4299-4aa4-8cdf-742b2e85cb21,2200.2,44.0,7.92,0.0,2148.28,UTR000004444525,BATCH-0004
f6ca6b8b-a4b1-4991-b542-46464d37a539,473bd358-610e-4a64-a130-1617c2dff335,1137.14,22.74,4.09,0.0,1110.31,UTR000004444525,BATCH-0004
7a9e8eef-ffa3-41be-8f92-40e107f97d05,04f64d86-7866-4765-94f7-ce8dd5bcb8d0,4760.9,99.98,18.0,0.0,4642.92,UTR000004444525,BATCH-0004
afa415e5-6d20-4496-a6d0-6371d8e88ebb,1190f938-a66f-47f7-b966-9fa759970043,2743.15,54.86,9.87,0.0,2678.42,UTR000004444525,BATCH-0004
e8e22743-b65f-4ea9-bd82-42641ba362e7,9f0fda8d-0537-4ff6-96d7-b3b833094d35,4790.7,95.81,17.25,1077.06,3600.58,UTR000004444525,BATCH-0004
14aeaf5c-e636-48c9-92d0-498d718d4d05,37cc863b-f2a0-4459-9060-4f621d48a071,1268.87,25.38,4.57,0.0,1238.92,UTR000004444525,BATCH-0004
10d08d11-25f9-44bf-9bb9-61555275eb94,f6b751f7-9b74-4245-9b1b-c8952af43ab7,3527.38,70.55,12.7,0.0,3444.13,UTR000004444525,BATCH-0004
a21150f9-9fd3-4579-8667-72ce204e178c,1bac5c15-4fa0-4f26-b6f7-f0cc29ec8e49,3619.95,72.4,13.03,0.0,3534.52,UTR000004444525,BATCH-0004
533f5a72-b64f-454a-8c61-165495da75c1,60141de9-f54a-40a2-a874-66d7ad66a1bd,225.82,4.52,0.81,0.0,220.49,UTR000004444525,BATCH-0004
87d292a6-98ee-4c2b-be9f-ecaa6182f347,a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,4713.21,94.26,16.97,0.0,4601.98,UTR000004444525,BATCH-0004
9afd4015-816b-4b9f-b426-b1934b7e6b3c,ce3714af-99b4-4350-af2b-99b4d9acd158,599.32,11.99,2.16,0.0,585.17,UTR000004444525,BATCH-0004
b3a7d0e0-cb08-487d-9963-c26d6e218b09,6daa2e68-8861-4e18-98e2-58880a8381be,4001.51,80.03,14.41,0.0,3907.07,UTR000004444525,BATCH-0004
a6a27967-a79b-44b6-9a50-9fed1d4a3d81,6b88f83d-d97d-49cd-833d-2bce575aed2c,1915.8,38.32,6.9,0.0,1870.58,UTR000004444525,BATCH-0004
b888f6ed-8d24-4e3e-84da-bddbe0b15aba,75b17a55-d426-4982-a43e-4288a2b5b498,617.14,12.34,2.22,0.0,602.58,UTR000004444525,BATCH-0004
73991a47-6e19-4042-b70b-c063dd90e79e,45241ea6-a684-4099-b729-4951859131d2,849.66,16.99,3.06,0.0,829.61,UTR000004444525,BATCH-0004
56c438e4-69ef-4fb1-ba7e-8e14e359eee1,d36357b6-6f81-4f4f-b701-f7bb7bc67e1f,4060.18,81.2,14.62,0.0,3964.36,UTR000004444525,BATCH-0004
6a7e4c36-6613-4e69-b418-8109d3d1bf0f,162f8a24-ef43-413c-94aa-c9a33ed8c56c,3003.13,60.06,10.81,0.0,2932.26,UTR000004444525,BATCH-0004
6d4067f4-5003-4b35-9857-8bafbac7e2b9,ab0e664e-9c3e-42d5-91e1-aa9676f72255,4419.99,88.4,15.91,0.0,4315.68,UTR000004444525,BATCH-0004
5fd23109-4140-452c-aa44-825950018b7b,364d7c87-7cd0-429d-ae8d-0e87533420e6,1748.34,34.97,6.29,0.0,1707.08,UTR000004444525,BATCH-0004
ec48bf55-afd3-40c4-a713-582cf41ea3ac,e14eb70d-b380-473a-989d-9d4ae15ca666,4009.38,80.19,14.43,0.0,3914.76,UTR000004444525,BATCH-0004
d4ef00aa-175a-41ec-912f-a61279699ed2,b856d035-3dc9-4290-95ea-bb2730e912f2,2823.38,56.47,10.16,0.0,2756.75,UTR000004444525,BATCH-0004
18b87245-6e8f-45a1-97dd-ed8115da705c,b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,2494.03,49.88,8.98,0.0,2435.17,UTR000005993744,BATCH-0005
cfd01cbd-5f65-48ce-bd21-bc11be9d61ee,a9f948b2-4e63-44bb-be49-3f43b118f68d,2296.06,45.92,8.27,0.0,2241.87,UTR000005993744,BATCH-0005
96229348-0f5a-49d3-8e6e-5003214f3f12,bef59fe6-ff23-4d5f-aced-d15d58007c02,1908.2,38.16,6.87,0.0,1863.17,UTR000005993744,BATCH-0005
5463adc7-8fca-4b6a-8fc4-2092f4e559e5,3b048a8b-405b-4dc9-8e7e-d827455ac762,1720.88,34.42,6.2,0.0,1680.26,UTR000005993744,BATCH-0005
5a856750-692a-4139-9f4a-8ca1ab85fd59,c31edbbc-f36c-462b-892e-6161be2d740a,3634.29,72.69,13.08,0.0,3548.52,UTR000005993744,BATCH-0005
c012a0ff-f0ed-4303-aa53-c19cdfa4bb9f,96ef2ad6-b97e-4703-86c8-adfe7bf47042,1007.23,20.14,3.63,0.0,983.46,UTR000005993744,BATCH-0005
b8976ec5-ea74-4b18-9e3b-496f6c4596f6,4bd6cee6-31b1-4099-9527-21e719bc143e,2670.72,53.41,9.61,0.0,2607.7,UTR000005993744,BATCH-0005
99b479d4-49a2-44ae-b7e8-f8e50d2b91ef,4639447b-2067-4dac-88bd-13d1b540b30e,1868.32,37.37,6.73,0.0,1824.22,UTR000005993744,BATCH-0005
93f277cc-1a85-410d-9a05-7c114ffca6b1,a34b6cf6-2053-4a42-b1af-db65b289f224,4874.05,97.48,17.55,0.0,4759.02,UTR000005993744,BATCH-0005
a81fdec3-279c-458a-b676-0ce581e5c9f6,7a8d03aa-782a-45e0-88ca-765192f5df7b,2505.31,50.11,9.02,0.0,2446.18,UTR000005993744,BATCH-0005
1bb43332-d8e7-412f-b968-1c817b70c3b8,7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,1769.46,35.39,6.37,0.0,1727.7,UTR000005993744,BATCH-0005
5e187b24-8e67-4a01-986a-646059a1120e,afbb411a-a123-4a8c-93b7-a88612f70c97,4128.37,82.57,14.86,0.0,4030.94,UTR000005993744,BATCH-0005
92f837d4-4750-4f1d-833a-1f6c1d691fba,fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,843.46,16.87,3.04,0.0,823.55,UTR000005993744,BATCH-0005
d85c16bd-6dda-4f8d-8ea6-0f4c39e58ff0,9e50aa42-ca6d-4da1-989b-c4da9b37a22b,680.41,13.61,2.45,0.0,664.35,UTR000005993744,BATCH-0005
d1846c39-c476-4556-b97b-e2dd8f9b72ae,dc33e1f9-4c1f-45ab-b156-29eee893be3d,3900.9,78.02,14.04,0.0,3808.84,UTR000005993744,BATCH-0005
a487eeab-accb-461a-9d13-23639f294a8b,f5c9b047-9c10-4572-8f6b-40d09efba58b,4951.15,99.02,17.82,0.0,4834.31,UTR000005993744,BATCH-0005
edd877c8-9be7-4737-86b8-92318e867f3c,68949b8d-00af-4b3a-a812-859a1337739e,869.58,17.39,3.13,0.0,849.06,UTR000005993744,BATCH-0005
44777442-b187-43e6-9457-8ad9a867a096,b4fb0eb9-49c1-4de7-bb42-06c5085b15fb,3477.92,69.56,12.52,0.0,3395.84,UTR000005993744,BATCH-0005
b3e4110a-45f5-4c52-ae2f-bf77076979d6,43b9da13-ec85-4f37-bbc1-a987aff8754d,3544.64,74.44,13.4,0.0,3456.8,UTR000005993744,BATCH-0005
56febfb9-ebe9-4207-8f19-9ec0c32d4526,8b6870b5-1d61-4ac3-acd5-e85932a447b2,2989.97,59.8,10.76,0.0,2919.41,UTR000005993744,BATCH-0005
deaf528d-2e70-4838-8190-262059dcabd0,0f44704f-1247-4a4e-a469-98e8d39e198b,3273.41,65.47,11.78,0.0,3196.16,UTR000005993744,BATCH-0005
6699cd99-a847-4ce7-90fa-6b5724ac2130,49e2623d-ebd3-4616-91b7-8d8ed3016989,3983.88,79.68,14.34,0.0,3889.86,UTR000005993744,BATCH-0005
a2178f84-bdb0-45ff-a451-e5a411d059b2,45b1ed25-f153-4ae8-a70a-cc5cb321bf21,709.33,14.19,2.55,0.0,692.59,UTR000005993744,BATCH-0005
bf012e32-177d-4e7e-87d9-24cef8c88fae,6e996e3e-e3b1-47fc-8a34-50fc9918ee46,2745.91,54.92,9.89,0.0,2681.1,UTR000005993744,BATCH-0005
87e5f0fe-5da8-46d2-b8b3-8a8be05fb8bc,118a9d29-2f92-4996-99f1-95d014822f53,871.42,17.43,3.14,0.0,850.85,UTR000001781403,BATCH-0001
df547e50-7cea-4045-8268-283ee32f2e63,6b65a6a4-8b81-48f6-b38a-088ca65ed389,230.03,4.6,0.83,0.0,224.6,UTR000000516791,BATCH-0000
